#### EXPORT DONNEES METEO POUR "NEW YORK" (LAT/LON: 40.7127837/-74.0059413)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION,SUNSET,SUNRISE,TEMPERATURE_NIGHT_C
2014-07-22,24,19,12,22,22,24,0,86,9,1021,11.625,26,21,22,113,113,113,0,6,14.5,météo idéale,19:21:00,04:43:00,19
2014-07-23,29,21,19,23,29,25,8.5,91,9.25,1017,24.5,33,23,23,116,113,356,0,7,14.5,météo correcte,19:20:00,04:44:00,21
2014-07-24,26,20,12,23,26,23,0.1,86,8,1013,30.625,27,21,24,113,116,116,0,5,14.5,météo favorable,19:20:00,04:45:00,20
2014-07-25,30,17,10,19,30,22,0,70,10,1016,11.625,33,20,19,113,113,113,0,7,14.5,météo idéale,19:19:00,04:46:00,17
2014-07-26,26,18,17,20,26,22,2.6,76,9.75,1016,23.125,27,21,20,113,113,176,0,6,13.4,météo idéale,19:18:00,04:47:00,18
2014-07-27,29,20,16,22,28,25,14.3,90,7.5,1012,52.25,31,22,22,356,356,176,0,6,14.5,météo défavorable,19:17:00,04:48:00,21
2014-07-28,26,18,24,22,26,21,9.3,93,8.75,1006,35.75,28,21,22,356,176,176,0,5,13.4,météo correcte,19:16:00,04:49:00,22
2014-07-29,24,16,11,17,24,20,0.2,75,10,1015,21,25,14,17,113,116,113,0,6,14.5,météo favorable,19:15:00,04:50:00,16
2014-07-30,25,15,10,19,25,21,0,75,10,1017,15.625,26,16,19,113,113,113,0,6,14.5,météo idéale,19:14:00,04:51:00,15
2014-07-31,26,17,17,20,26,22,4,78,9.5,1020,11.875,27,19,20,113,176,176,0,6,14.5,météo favorable,19:13:00,04:52:00,17
2014-08-01,27,19,14,22,27,22,9,85,9.375,1022,23.875,28,21,22,176,176,353,0,5,14.5,météo correcte,19:12:00,04:53:00,19
2014-08-02,22,18,18,19,22,20,16.3,95,9.125,1022,55,25,19,19,305,293,116,0,5,13.4,météo très défavorable,19:10:00,04:54:00,20
2014-08-03,23,18,8,19,22,21,2,97,5.625,1020,57.75,25,19,19,143,293,116,0,5,12.3,météo correcte,19:09:00,04:55:00,18
2014-08-04,28,19,12,20,28,24,4.1,93,7.5,1018,34.5,30,21,20,119,176,176,0,5,13.4,météo favorable,19:08:00,04:56:00,19
2014-08-05,30,20,9,23,30,23,0,78,10,1017,11.25,31,20,23,113,113,113,0,7,14.5,météo idéale,19:07:00,04:57:00,20
2014-08-06,27,19,12,20,27,23,0.8,85,9.75,1012,13.625,29,19,20,113,176,113,0,6,14.5,météo favorable,19:06:00,04:57:00,19
2014-08-07,26,17,13,19,26,22,0.6,73,9.875,1016,9.5,27,16,19,113,176,113,0,6,14.5,météo favorable,19:05:00,04:58:00,17
2014-08-08,29,16,7,19,29,22,0,72,10,1018,10.375,30,18,19,113,113,113,0,6,14.4,météo idéale,19:03:00,04:59:00,16
2014-08-09,29,17,4,19,29,23,0,73,10,1019,20.25,30,18,19,113,113,113,0,6,14,météo idéale,19:02:00,05:00:00,17
2014-08-10,29,19,10,21,29,24,0,70,10,1020,20.25,30,18,21,113,113,113,0,7,14,météo idéale,19:01:00,05:01:00,19
2014-08-11,27,19,19,22,27,23,0.7,77,9.75,1020,18.625,28,19,22,113,176,113,0,7,13.6,météo favorable,18:59:00,05:02:00,19
2014-08-12,24,20,22,21,24,22,4.6,84,9.125,1018,49.75,26,20,21,122,353,293,0,6,12.1,météo correcte,18:58:00,05:03:00,21
2014-08-13,27,19,15,23,27,22,28.6,96,8.125,1009,53.75,29,22,23,356,176,176,0,5,12.1,météo très défavorable,18:57:00,05:04:00,22
2014-08-14,24,15,17,15,24,20,0.7,80,9.875,1012,16.375,25,15,15,113,116,176,0,6,13.5,météo favorable,18:55:00,05:05:00,16
2014-08-15,22,15,15,16,22,19,0.2,75,10,1015,26.25,25,13,16,113,116,116,0,5,13.3,météo favorable,18:54:00,05:06:00,15
2014-08-16,25,16,14,18,25,21,0,73,10,1016,16.75,26,16,18,113,116,113,0,6,13.5,météo favorable,18:53:00,05:07:00,16
2014-08-17,26,18,17,18,26,22,3.2,80,10,1012,40.125,27,18,18,116,353,113,0,6,12.1,météo correcte,18:51:00,05:08:00,18
2014-08-18,28,17,12,18,28,24,0,79,10,1012,1,28,19,18,113,113,113,0,6,13.4,météo idéale,18:50:00,05:09:00,17
2014-08-19,26,18,9,18,26,21,0,76,10,1014,18.625,27,18,22,113,113,116,0,6,13.4,météo idéale,18:48:00,05:10:00,18
2014-08-20,26,18,18,20,26,21,0.3,82,9.375,1016,47.125,28,18,20,263,116,113,0,6,13.3,météo favorable,18:47:00,05:11:00,20
2014-08-21,26,19,18,21,26,21,0.7,70,9.875,1017,30.125,27,18,21,116,113,116,0,6,13.3,météo favorable,18:45:00,05:12:00,19
2014-08-22,23,19,15,20,23,21,5.3,92,7.625,1017,67.625,25,19,20,353,263,176,0,5,9.6,météo défavorable,18:44:00,05:13:00,19
2014-08-23,23,17,18,19,23,20,0.5,88,10,1019,57.625,25,17,19,119,116,113,0,5,12,météo correcte,18:42:00,05:14:00,19
2014-08-24,25,16,13,18,25,21,0.3,82,10,1021,19.75,26,19,18,116,116,113,0,6,13.3,météo favorable,18:41:00,05:15:00,16
2014-08-25,30,19,6,21,30,23,0,81,10,1021,3.5,33,20,21,113,113,113,0,7,13.2,météo idéale,18:39:00,05:16:00,19
2014-08-26,29,20,16,25,29,23,0,70,10,1021,3.375,30,20,25,113,113,113,0,7,13.2,météo idéale,18:38:00,05:17:00,20
2014-08-27,30,20,13,22,30,24,1,80,9.875,1018,8.375,32,21,22,113,113,113,0,7,13.2,météo idéale,18:36:00,05:18:00,21
2014-08-28,26,18,21,19,26,20,0.9,81,9.875,1017,6.375,27,20,19,113,113,113,0,5,13.2,météo idéale,18:34:00,05:19:00,19
2014-08-29,28,16,12,16,28,20,0,79,10,1024,6.375,28,17,16,116,113,113,0,6,13.1,météo idéale,18:33:00,05:20:00,17
2014-08-30,25,17,17,20,25,21,0,76,10,1025,28.25,26,19,20,113,116,116,0,6,13.1,météo favorable,18:31:00,05:21:00,17
2014-08-31,28,20,19,22,28,25,29,91,8,1021,51.125,32,23,22,119,356,359,0,7,12,météo très défavorable,18:30:00,05:22:00,21
2014-09-01,29,21,14,22,29,25,14.8,90,8.5,1015,24.5,32,23,22,176,113,356,0,6,13.1,météo défavorable,18:28:00,05:23:00,21
2014-09-02,30,22,17,24,30,26,14.6,92,8.875,1014,17,34,23,24,176,176,113,0,6,13,météo défavorable,18:26:00,05:24:00,22
2014-09-03,31,20,11,20,31,23,4.8,87,9.625,1019,10.75,34,21,20,113,113,113,0,6,13,météo favorable,18:25:00,05:25:00,20
2014-09-04,28,21,15,25,28,23,0,65,10,1021,10.5,29,20,25,113,113,113,0,7,13,météo idéale,18:23:00,05:26:00,21
2014-09-05,28,20,13,22,28,25,2.6,90,8.875,1021,27,31,23,22,116,113,113,0,7,13,météo idéale,18:22:00,05:27:00,20
2014-09-06,30,22,18,23,30,25,19.2,96,8.5,1016,32.625,34,24,23,353,356,356,0,6,12.9,météo très défavorable,18:20:00,05:28:00,23
2014-09-07,26,17,11,18,25,22,5.7,88,9.375,1022,28.25,27,18,18,176,116,113,0,5,12.9,météo favorable,18:18:00,05:29:00,17
2014-09-08,23,18,19,18,23,20,0.2,79,9.875,1026,5.75,25,15,18,113,176,113,0,6,12.9,météo favorable,18:17:00,05:30:00,18
2014-09-09,22,17,20,17,22,20,0.8,78,10,1025,57.5,25,18,17,116,119,353,0,6,9.3,météo correcte,18:15:00,05:31:00,17
2014-09-10,25,16,12,16,25,21,0,86,10,1020,9.625,26,17,16,113,113,113,0,6,12.8,météo idéale,18:13:00,05:32:00,16
2014-09-11,26,18,23,20,26,23,1,89,8.25,1016,44.875,28,22,20,116,266,176,0,6,11.9,météo correcte,18:12:00,05:33:00,18
2014-09-12,25,15,12,16,25,19,0.2,85,9.625,1020,23,26,17,16,113,113,113,0,5,12.8,météo idéale,18:10:00,05:34:00,15
2014-09-13,25,15,14,19,25,20,1,86,9,1021,50.25,27,18,21,116,116,116,0,5,11.9,météo favorable,18:08:00,05:35:00,18
2014-09-14,21,11,12,12,21,15,0.1,87,10,1025,15.625,21,12,10,113,113,116,0,5,12.7,météo favorable,18:07:00,05:36:00,11
2014-09-15,24,11,11,11,24,16,0,79,10,1023,11.875,25,13,10,113,113,113,0,5,12.7,météo favorable,18:05:00,05:37:00,11
2014-09-16,22,14,4,15,21,16,2.2,87,8.75,1018,35.875,25,16,15,119,353,176,0,5,11.9,météo correcte,18:03:00,05:38:00,14
2014-09-17,25,13,5,15,25,17,0,70,10,1017,1.375,26,12,15,113,113,113,0,6,12.6,météo idéale,18:02:00,05:39:00,13
2014-09-18,23,13,8,16,23,19,0,69,10,1019,21.75,25,13,16,113,116,116,0,6,12.6,météo favorable,18:00:00,05:40:00,13
2014-09-19,18,12,17,12,18,14,0,75,10,1028,31.75,18,12,9,116,113,113,0,5,11.6,météo favorable,17:58:00,05:41:00,13
2014-09-20,22,14,21,16,22,19,0,83,9,1027,46.875,25,18,16,119,113,116,0,6,10.2,météo favorable,17:57:00,05:42:00,14
2014-09-21,26,19,6,20,26,22,1.2,94,9,1016,36.5,28,21,20,353,113,113,0,5,11.6,météo favorable,17:55:00,05:43:00,19
2014-09-22,21,13,24,14,21,14,0,84,10,1021,2,21,16,13,113,113,113,0,5,11.6,météo favorable,17:53:00,05:44:00,16
2014-09-23,22,11,6,13,21,16,0,80,10,1029,2,25,12,13,113,113,113,0,5,11.6,météo favorable,17:52:00,05:45:00,11
2014-09-24,21,14,19,15,21,17,0,80,10,1033,18.625,21,13,15,113,113,116,0,5,11.6,météo favorable,17:50:00,05:46:00,15
2014-09-25,16,14,24,14,15,15,9,93,7.5,1031,85,16,14,12,122,296,266,0,3,7.4,météo défavorable,17:48:00,05:47:00,15
2014-09-26,27,12,18,13,24,21,0,81,10,1023,3.875,28,18,11,113,113,113,0,6,11.6,météo favorable,17:47:00,05:48:00,12
2014-09-27,30,16,11,16,28,23,0,87,10,1023,0,33,22,16,113,113,113,0,6,11.6,météo idéale,17:45:00,05:49:00,16
2014-09-28,26,18,10,21,26,21,0,81,10,1021,12.125,27,18,21,113,113,113,0,6,11.6,météo idéale,17:43:00,05:50:00,19
2014-09-29,25,18,8,19,25,20,0.1,74,10,1016,51.375,26,17,19,113,116,122,0,6,10.2,météo favorable,17:42:00,05:51:00,18
2014-09-30,21,17,16,18,21,17,1.7,87,7.25,1015,53.25,24,16,18,116,176,353,0,4,10.2,météo favorable,17:40:00,05:52:00,17
2014-10-01,18,15,17,15,18,16,5.8,94,6.875,1019,86.625,18,15,14,389,296,119,0,4,5.9,météo défavorable,17:38:00,05:53:00,15
2014-10-02,19,14,15,14,19,16,0.2,91,10,1021,70.75,19,14,13,119,119,116,0,4,7.3,météo défavorable,17:37:00,05:54:00,14
2014-10-03,20,14,16,14,20,16,0,86,10,1020,17.625,20,13,14,113,113,113,0,5,11.6,météo favorable,17:35:00,05:55:00,14
2014-10-04,20,10,26,17,20,13,17.2,95,7.5,1009,66.375,20,19,17,302,308,113,0,4,7.3,météo très défavorable,17:33:00,05:56:00,16
2014-10-05,15,6,21,7,14,12,0,72,10,1016,2.125,15,7,4,113,113,113,0,4,11.6,météo correcte,17:32:00,05:57:00,6
2014-10-06,20,9,24,12,20,16,0,74,10,1018,6.875,20,12,10,113,113,113,0,5,11.6,météo favorable,17:30:00,05:58:00,10
2014-10-07,22,16,22,16,22,18,1.1,78,10,1017,33.25,25,15,16,113,113,353,0,5,11.6,météo favorable,17:29:00,05:59:00,17
2014-10-08,21,14,24,14,21,16,17.5,93,8.875,1013,24.375,21,16,13,356,113,116,0,4,11.3,météo très défavorable,17:27:00,06:00:00,16
2014-10-09,19,11,22,11,19,16,0,80,10,1017,6.375,19,9,10,113,113,113,0,5,8.7,météo favorable,17:25:00,06:01:00,13
2014-10-10,18,10,8,10,18,14,0,75,10,1020,26.375,18,9,9,113,113,116,0,5,8.7,météo favorable,17:24:00,06:02:00,11
2014-10-11,13,10,14,11,11,10,18.3,94,7.625,1022,56.375,13,10,10,308,299,113,0,3,7.2,météo très défavorable,17:22:00,06:03:00,12
2014-10-12,19,7,11,7,19,14,0,86,10,1027,9.875,19,9,5,113,113,113,0,4,8.7,météo favorable,17:21:00,06:04:00,8
2014-10-13,19,10,14,13,19,17,1.4,81,8.875,1027,72.75,19,15,12,119,119,266,0,5,4.2,météo défavorable,17:19:00,06:05:00,12
2014-10-14,23,17,22,18,23,19,1.7,97,9.25,1023,37.25,25,18,18,263,113,116,0,5,8.7,météo favorable,17:17:00,06:06:00,18
2014-10-15,24,19,23,20,24,20,15.2,96,8.125,1019,72.25,26,20,20,119,116,356,0,6,5.7,météo défavorable,17:16:00,06:07:00,20
2014-10-16,21,15,18,19,21,17,30,98,7,1009,50.5,21,19,19,359,356,176,0,4,7.2,météo très défavorable,17:14:00,06:08:00,19
2014-10-17,20,13,17,13,20,16,0.5,92,9.875,1007,15.25,20,14,12,176,113,113,0,5,8.7,météo favorable,17:13:00,06:09:00,14
2014-10-18,19,11,18,14,19,14,0.9,93,9.75,1006,38.375,19,13,13,116,176,176,0,5,5.7,météo favorable,17:11:00,06:10:00,15
2014-10-19,11,5,27,8,11,7,0,78,10,1018,18,11,7,4,116,113,113,0,3,8.7,météo défavorable,17:10:00,06:11:00,9
2014-10-20,14,4,14,4,13,12,0,77,10,1019,27.25,14,7,2,116,116,116,0,4,8.7,météo correcte,17:08:00,06:12:00,4
2014-10-21,19,12,12,12,19,15,12,82,9.25,1013,40.375,19,14,12,116,356,176,0,4,7.2,météo correcte,17:07:00,06:14:00,12
2014-10-22,12,9,35,11,12,11,33.7,94,7.75,1013,91.375,12,11,8,302,302,308,0,3,4.1,météo très défavorable,17:06:00,06:15:00,12
2014-10-23,13,10,27,10,13,11,12.4,90,7.25,1008,82.125,13,10,6,266,119,119,0,3,4.1,météo défavorable,17:04:00,06:16:00,10
2014-10-24,16,9,21,9,16,12,0,86,10,1010,30,16,10,6,116,113,113,0,4,8.7,météo correcte,17:03:00,06:17:00,9
2014-10-25,17,9,16,9,17,14,0,79,10,1011,21.25,17,12,7,113,113,116,0,4,8.7,météo correcte,17:01:00,06:18:00,10
2014-10-26,14,10,28,10,14,11,0.3,83,10,1011,23,14,11,7,113,116,113,0,4,7.2,météo correcte,17:00:00,06:19:00,11
2014-10-27,16,7,19,7,15,13,0,87,10,1017,4.75,16,9,4,113,113,113,0,4,8.7,météo correcte,16:59:00,06:20:00,8
2014-10-28,20,11,15,11,20,16,0,83,10,1018,19.625,20,16,10,116,116,113,0,5,8.7,météo favorable,16:57:00,06:21:00,11
2014-10-29,20,11,21,15,20,13,1.6,97,9.25,1014,42,20,16,13,119,122,176,0,5,7.1,météo correcte,16:56:00,06:23:00,16
2014-10-30,14,8,15,9,14,11,0.1,86,10,1017,17.5,14,8,7,113,113,113,0,4,8.7,météo correcte,16:55:00,06:24:00,9
2014-10-31,11,6,14,6,11,10,0.2,82,10,1016,52.375,11,8,3,116,119,116,0,3,5.5,météo défavorable,16:54:00,06:25:00,6
2014-11-01,9,5,29,7,8,7,17.2,87,7.625,1010,92.75,9,7,3,296,308,296,0,2,3.8,météo très défavorable,16:52:00,06:26:00,8
2014-11-02,8,2,40,3,8,3,1.3,80,9.25,1017,24.625,8,3,-3,113,113,113,0,2,8.7,météo très défavorable,16:51:00,06:27:00,4
2014-11-03,13,2,27,3,13,9,0,79,10,1021,7.25,13,4,-2,113,113,113,0,3,8.7,météo correcte,16:50:00,06:28:00,3
2014-11-04,17,7,14,8,17,14,0,71,10,1022,22.25,17,12,6,113,116,113,0,4,8.7,météo correcte,16:49:00,06:30:00,8
2014-11-05,17,12,22,12,17,12,0,80,10,1021,28.875,17,11,10,113,116,113,0,4,8.7,météo correcte,16:48:00,06:31:00,12
2014-11-06,12,9,9,9,12,9,15.2,94,7.625,1019,84,12,11,7,302,302,293,0,2,3.8,météo défavorable,16:47:00,06:32:00,10
2014-11-07,11,3,30,6,11,4,0.7,88,9.875,1014,33.25,11,6,2,116,119,113,0,3,7.1,météo défavorable,16:45:00,06:33:00,7
2014-11-08,8,1,15,1,8,6,0,84,10,1017,18.375,8,2,-2,113,113,116,0,3,8.7,météo très défavorable,16:44:00,06:34:00,2
2014-11-09,13,5,11,5,13,9,0,87,10,1016,31.5,13,5,3,116,113,116,0,3,7.1,météo correcte,16:43:00,06:36:00,7
2014-11-10,15,6,10,6,15,10,0,67,10,1022,8.125,15,6,5,113,113,113,0,4,8.7,météo correcte,16:42:00,06:37:00,6
2014-11-11,17,10,15,11,17,15,0,91,10,1021,27.625,17,14,9,113,116,113,0,4,7.1,météo correcte,16:41:00,06:38:00,10
2014-11-12,17,8,24,12,17,9,0.1,97,7.75,1019,39.5,17,14,11,248,119,113,0,4,7.1,météo correcte,16:40:00,06:39:00,12
2014-11-13,8,4,8,4,8,6,3.1,80,9.25,1020,36.375,8,3,1,113,116,263,0,3,7.1,météo très défavorable,16:40:00,06:40:00,6
2014-11-14,5,0,24,-0,5,1,7.2,86,7.75,1022,26.25,5,1,-6,335,113,113,6.1,1,8.7,météo très défavorable,16:39:00,06:42:00,2
2014-11-15,5,-1,17,-1,4,2,0,84,10,1029,11.875,5,0,-6,113,113,113,0,2,8.7,météo très défavorable,16:38:00,06:43:00,-1
2014-11-16,7,1,13,1,7,4,0.5,58,9.375,1028,43.25,7,0,-2,113,116,116,0,2,7,météo très défavorable,16:37:00,06:44:00,1
2014-11-17,10,4,15,5,8,8,50.4,96,7.25,1019,81.5,10,10,3,308,302,305,0,2,3.7,météo très défavorable,16:36:00,06:45:00,4
2014-11-18,2,-4,35,-4,-1,-4,0,78,10,1020,4.75,2,0,-12,113,113,113,0,2,8.7,météo très défavorable,16:36:00,06:46:00,0
2014-11-19,-0,-6,20,-6,-0,-2,0,59,10,1025,18.625,0,0,-13,113,113,116,0,2,8.7,météo très défavorable,16:35:00,06:47:00,-5
2014-11-20,6,-1,25,-1,6,0,0,62,10,1018,26.875,6,0,-6,113,116,113,0,2,8.7,météo très défavorable,16:34:00,06:49:00,0
2014-11-21,2,-3,30,-3,2,-2,0,73,10,1034,3.375,2,0,-9,113,113,113,0,2,8.7,météo très défavorable,16:33:00,06:50:00,-3
2014-11-22,5,-3,21,-3,5,3,0,62,10,1033,14.875,5,0,-5,113,113,116,0,2,8.7,météo très défavorable,16:33:00,06:51:00,-2
2014-11-23,12,3,13,4,12,8,0,75,10,1023,33.75,13,8,1,119,113,113,0,3,8.7,météo très défavorable,16:32:00,06:52:00,3
2014-11-24,18,11,27,15,18,16,7.4,97,9,1014,58,18,16,13,122,116,113,0,4,7,météo correcte,16:32:00,06:53:00,14
2014-11-25,17,8,23,13,12,9,0.1,90,10,1021,28.875,17,16,9,113,113,113,0,4,7,météo correcte,16:31:00,06:54:00,15
2014-11-26,9,1,32,6,1,2,16.2,97,9,1022,89.625,9,4,-5,122,119,122,0,1,3.7,météo très défavorable,16:31:00,06:55:00,8
2014-11-27,3,-1,14,2,3,1,0.8,91,8.375,1019,68.875,3,1,-2,122,119,116,0.6,2,3.7,météo très défavorable,16:30:00,06:56:00,1
2014-11-28,2,-4,26,-2,2,-4,0,89,10,1026,32.125,2,0,-7,122,119,113,0,2,7,météo très défavorable,16:30:00,06:58:00,-2
2014-11-29,2,-6,8,-6,1,-0,0,77,10,1028,29.5,2,0,-6,113,116,113,0,2,8.7,météo très défavorable,16:30:00,06:59:00,-5
2014-11-30,10,4,18,4,10,8,0,84,10,1023,49.375,11,8,3,116,116,116,0,3,8.7,météo très défavorable,16:29:00,07:00:00,6
2014-12-01,16,5,25,10,16,7,0.5,95,7.375,1031,52.875,17,13,9,143,116,119,0,4,7,météo correcte,16:29:00,07:01:00,10
2014-12-02,6,1,23,1,4,5,1,87,9.875,1036,91.375,6,5,-3,116,122,122,0,1,3.5,météo très défavorable,16:29:00,07:02:00,3
2014-12-03,7,3,21,6,6,7,0,96,8,1025,64.875,7,7,2,143,119,113,0,2,3.5,météo très défavorable,16:29:00,07:03:00,7
2014-12-04,6,2,20,2,6,3,0,86,10,1033,32.375,6,1,-2,116,119,116,0,2,7,météo très défavorable,16:28:00,07:04:00,2
2014-12-05,6,1,21,1,5,6,1.2,89,8,1036,74,7,6,-3,116,122,122,0,2,3.5,météo très défavorable,16:28:00,07:05:00,1
2014-12-06,8,5,10,6,8,7,9.9,97,4.25,1027,99.875,9,8,5,143,143,122,0,2,3.5,météo très défavorable,16:28:00,07:06:00,5
2014-12-07,5,-1,38,2,5,0,0.2,81,9,1036,31.375,5,2,-4,113,113,113,0,1,8.7,météo très défavorable,16:28:00,07:07:00,3
2014-12-08,1,-4,24,-4,-1,-0,0,74,10,1039,63.5,1,0,-9,116,119,122,0,2,5.2,météo très défavorable,16:28:00,07:07:00,-2
2014-12-09,5,2,35,2,5,4,12.1,94,9.125,1025,94,5,3,-3,122,122,122,0,1,3.5,météo très défavorable,16:28:00,07:08:00,3
2014-12-10,5,0,27,4,2,0,1.1,88,8.875,1005,86.75,5,3,-5,119,122,122,0.5,1,3.4,météo très défavorable,16:28:00,07:09:00,4
2014-12-11,2,-1,30,-0,2,-0,0,87,10,1011,85.125,2,0,-5,122,122,122,0,1,3.4,météo très défavorable,16:28:00,07:10:00,0
2014-12-12,2,-2,22,-2,2,1,0,87,10,1016,30.25,2,0,-6,113,116,116,0,2,8.7,météo très défavorable,16:29:00,07:11:00,-1
2014-12-13,5,-1,24,0,5,2,0,90,10,1016,28.375,5,1,-4,113,116,116,0,2,8.7,météo très défavorable,16:29:00,07:12:00,-1
2014-12-14,7,1,21,1,7,4,0,91,10,1015,53.625,7,2,-1,116,119,119,0,2,6.9,météo très défavorable,16:29:00,07:12:00,1
2014-12-15,7,1,7,1,7,5,0,92,10,1020,54.5,7,4,-0,119,119,119,0,2,6.9,météo très défavorable,16:29:00,07:13:00,2
2014-12-16,8,2,14,2,7,7,0.2,93,8,1020,72.75,8,7,2,119,119,143,0,3,3.4,météo très défavorable,16:30:00,07:14:00,3
2014-12-17,11,4,24,5,11,7,0,95,7,1013,58.5,11,7,4,143,116,113,0,2,5.2,météo très défavorable,16:30:00,07:14:00,6
2014-12-18,5,1,27,2,5,2,0,80,10,1016,35.25,5,1,-3,113,116,113,0,1,8.7,météo très défavorable,16:30:00,07:15:00,2
2014-12-19,3,-1,22,2,3,-1,0,70,10,1022,16.25,3,0,-4,116,116,113,0,2,8.7,météo très défavorable,16:31:00,07:16:00,1
2014-12-20,1,-2,9,-2,1,-1,0,78,10,1026,30,1,0,-3,116,116,116,0,2,8.7,météo très défavorable,16:31:00,07:16:00,-1
2014-12-21,2,-1,10,-1,2,-0,0,74,10,1027,27.625,3,0,-2,116,113,116,0,2,8.7,météo très défavorable,16:32:00,07:17:00,-1
2014-12-22,6,0,13,1,5,5,0.5,92,9,1027,72.875,6,5,-1,119,119,122,0,2,3.4,météo très défavorable,16:32:00,07:17:00,0
2014-12-23,7,6,26,6,7,7,2.9,93,6.875,1021,96.625,7,6,3,122,122,122,0,2,3.4,météo très défavorable,16:33:00,07:18:00,7
2014-12-24,13,7,16,7,8,11,10.2,99,2.75,1018,98.25,13,13,5,143,143,248,0,2,3.4,météo défavorable,16:33:00,07:18:00,7
2014-12-25,14,5,31,10,10,7,2.9,85,8.625,1020,38,14,14,4,119,113,113,0,2,8.7,météo correcte,16:34:00,07:19:00,14
2014-12-26,8,3,19,3,8,5,0,88,10,1026,5.5,11,5,0,113,113,113,0,3,8.7,météo très défavorable,16:34:00,07:19:00,3
2014-12-27,11,3,10,3,11,7,0,86,10,1025,16.875,12,7,2,113,113,119,0,3,8.7,météo très défavorable,16:35:00,07:19:00,4
2014-12-28,10,6,18,6,10,8,0.1,92,10,1018,63,11,8,5,122,116,122,0,3,6.9,météo défavorable,16:36:00,07:20:00,7
2014-12-29,5,1,13,3,5,3,0,73,10,1025,41.125,5,0,1,113,122,122,0,2,6.9,météo très défavorable,16:37:00,07:20:00,3
2014-12-30,0,-2,16,-1,0,-2,0,55,10,1029,24.5,3,0,-4,116,116,113,0,2,6.9,météo très défavorable,16:37:00,07:20:00,0
2014-12-31,-1,-3,21,-3,-1,-3,0,65,10,1028,30.25,0,0,-8,113,116,113,0,1,8.7,météo très défavorable,16:38:00,07:20:00,-2
